"O_ID";"O_CODIGO";"FECHA_PUBLICACION_IJ";"O_NOMBRE";"O_DESCRIPCION";"O_VACANTES";"EU_ID";"EM_CIF"
34989303856;a0247708a44cd785eabacb43d3f6c2;2019-01-24 00:00:00;Dependiente/a;"SELECCIONEM UN DEPENDENT/A D´AGROBOTIGA
TASQUES:
*REPOSICIÓ DE PRODUCTE
 *I M P R E S C I N D I B L E:
 EXPERÈNCIA EN COMERÇ DE FRUITA I VERDURA
 *ATENCIÓ AL CLIENT
* CAIXA
 *NETEJA I ORDRE
* TASQUES PRÒPIES D`UN COMERÇ

ÉS UN CONTRACTE DE SUBSTITUCIÓ.";1;34988675010;"43709337e"
35096502550;d24483db20430f9db730097b1a34e5;2019-02-10 00:00:00;Dependiente/a;"dependienta para tienda de temporada de verano, se valorara buena presencia, conocimiento de idiomas, responsabilidad  y simpatia.
posibilidad de trabajo por 7 meses o tres meses.";1;13992578240;"40536889x"
34993226504;b9329c7a4d4900b80dc2a8cf436dc5;2019-01-24 00:00:00;Dependiente/a;para realizar trabajos de almacén, recepción de pedidos, reposición, limpieza, atención al cliente etc;1;34708054280;b20963336
34806012770;"6c3070c20a4786bcb77d7a9219dbf3";2018-12-19 00:00:00;Dependiente/a;"SE BUSCA DEPENDIENTA/E para comercio de consumibles informáticos (PRINK), a media jornada rotatoria.

Se requiere:

- Experiencia en atención al público y perfil comercial alto
- Conocimientos a nivel de usuario de manejo de ordenador y conocimientos medios de manejo de excell
- Persona responsable, activa, implicada, con iniciacitva y capacidad de trabajo en equipo
- Referencias disponibles";1;30460212100;b01412832
34994386312;"91338655dc47e39f54175b8694a4e4";2019-01-24 00:00:00;Dependiente/a;"Se buscan perfiles para el Centro Comercial Maquinista.
Dichas personas deberán de tener gran capacidad de captación del cliente, dinamismo y capacidad de trabajar en grupo.
Las principales funciones serán:
- Atender a los clientes con agilidad y cortesía.
- Asesorar sobre las cualidades técnicas de los productos que lo requieran.
- Colaborar en la recepción, preparación y colocación de la mercancía, así como del cuidado y limpieza del mismo.
- Clasificar, etiquetar y acomodar la mercancía en el almacén interno de la tienda y en los expositores.
- Mantener informado al jefe inmediato de las existencias de la mercancía, a fin de mantener la tienda siempre surtida.";1;20657973230;b66013590
34991250438;"993942f5be456d9fb80a2020f276b9";2019-01-24 00:00:00;Azafato/a de eventos;"Asistentente de un hotel de 6  habitaciones 
Atendiendo reservas control de entradas salidas
Servir los almuerzos 
Sea una persona con ganas de aprender 
Nivel de inglés súper alto";1;31104694808;b65001059
35366846956;d0acf1890f493187d6abc90775fcf3;2019-03-19 00:00:00;Dependiente/a;"Buscamos VENDEDOR / ASESOR / DEPENDIENTE para incorporación inmediata (jornada parcial) en nuestra tienda de Barcelona con gran proyección en el sector de puericultura y artículos infantiles.

Dos turnos disponibles a cubrir:
- Jornada parcial tardes y sábados mañana y tarde
- Viernes y sábados mañana y tarde
POSIBILIDAD DE AMPLIACIÓN DE JORNADA EN AGOSTO PARA CUBRIR VACACIONES DE OTROS COMPAÑEROS

En Noari Kids estamos especializadas en el sector de la venta y asesoría de productos de puericultura, maternidad y crianza. Disponemos de dos tiendas, una en Barcelona (Poblenou) y otra en Girona (Centro).

Nuestra principal preocupación es el bienestar físico y emocional de los bebés y sus familias. Para ello ofrecemos un abanico de servicios y productos muy bien seleccionados según nuestros criterios más rigurosos. No ofreceríamos nunca a las familias un producto que nosotros no utilizaríamos con nuestros hijos.

Buscamos a una persona comercial, dinámica, con iniciativa y resolutiva ante las situaciones del día a día.
Debe estar habituada a trabajar en equipo, ser buena comunicadora y disponer de experiencia como vendedora/comercial.
Imprescindible el conocimiento de los distintos tipos de productos dentro de nuestras áreas de especialidad:
- Seguridad en el automóvil (a contramarcha)
- Cochecitos y sillas de paseo
- Porteo ergonómico
- Lactancia materna

Deberá especializarse en la asesoría en sistemas de retención infantil, así como realizar pruebas e instalaciones de sillas de seguridad en los vehículos de los clientes. 
La empresa ofrecerá formación técnica de producto, y formación en técnicas de venta.

Retribución según experiencia y aportación del candidato. Plan de incentivos en función de la facturación mensual y de la especialización como instalador de sillas de seguridad.";1;25929948596;b66439258
34865332100;d4513c65594a2bb5eecbd90b2b9b4b;2019-02-11 00:00:00;Dependiente/a;"Quieres desarrollarte profesionalmente en una empresa innovadora en el sector de la cosmética? Esta es tu oportunidad. Estamos buscando  vendedora con título de maquilladora para Barcelona.

Tus funciones serán:
- Promoción de la firma en los puntos de venta.
- Maquillaje y asesoramiento.
- Captación y fidelización de consumidores/as.

Debes tener:
- Título de maquillaje profesional.
- Experiencia mínima de 1 año cara al público.
- Vocación comercial.

Se valorará:
- Conocimiento de idiomas.
- Creatividad y motivación.

Condiciones según valía y experiencia.

¡Mucha suerte!";3;10337833602;b54531280
35364748604;"0f1d5fdaee45aca443eeddcecd3b19";2019-03-19 00:00:00;Dependiente/a;"Necesitamos al mejor candidat@ para atender y gestionar  una tienda de sofás y otra de colchones.

Buscamos personas, capaces de poner pasión en su trabajo. 

Empresa con gran presencia en Las Rozas, especialista en la venta de tapicería y descanso.

Preferiblemente con experiencia en el sector, aunque se valoraran todas las candidaturas.

Pasión por la venta y atención al público.

Es importante tener conocimiento informático, así como de empatía personal con clientes y  facilidad de relación social.

Disponibilidad inmediata.

Tipo de jornada completa / partida en horario comercial de Lunes a Sábado.

Contrato de duración determinada 6 meses con posibilidad real de convertirlo en indefinido.

Seriedad, ganas de trabajar, disponibilidad inmediata.

Si quieres conocernos entra en  www.sofaslasrozas.com
 y si piensas que eres el mejor candidat@, envíanos su currículum.";2;853072756;"47909899w"
35368798644;"17a1d80fa24ef193d379f72084e322";2019-03-19 00:00:00;Dependiente/a;"Es busca noi/a preferentment entre 21 i 40 anys d`edat, amb coneixements tècnics dels terminals actuals de telefonia mòbil. Experiència en vendes i atenció al client imprescindible dins de qualsevol sector comercial.
Català i castellà parlat i escrit. Es valoraràn altres idiomes.
Horari comercial de dilluns a dissabte.
Disponibilitat per desplaçar-se a altres poblacions per posibles substitucions.
Incorporació inmediata.";1;33999814196;b67178731
35369959174;f4e30bd769468f8b9a7d1b39439465;2019-03-19 00:00:00;Dependiente/a;"Vendedor/a 40h Barcelona - Grupo Empresarial sector Moda Retail

¿Te apasiona la moda?¿Eres activo/a y quieres formar parte de un equipo dinámico y lleno de ilusión? ¡Te estamos buscando!

Te ofrecemos una magnífica ocasión de pertenecer a un equipo de trabajo entusiasta, dinámico y estable, con opciones de desarrollarte profesionalmente dentro de la empresa. Nuestras señas de identidad son el especial compromiso por un excelente trato al cliente dentro de un entorno relajado y cuidado.

Buscamos una persona polivalente y  educada con gran orientación al cliente para incorporarse a nuestro equipo de Lady Smock con una jornada de 40h en nuestra tienda de Sarria.";1;30626579090;"48100128k"
34752913906;"0b53c995d946df9f1457bceb1e99f9";2019-03-19 00:00:00;Dependiente/a;"DEPENDIENTA/E / AYUDANTE DEPENDIENTA/E PARA TIENDA DE REGALOS EN EL AEROPUERTO DE BARAJAS. SE VALORARÁ TENER EXPERIENCIA MÍNIMA DE UN AÑO COMO DEPENDIENTA O SIMILAR,TENER MANEJO DE TERMINAL PUNTO DE VENTA( TPV).
SE VALORARA TENER UN NIVEL ALTO/ MEDIO DE INGLES Y OTROS IDIOMAS. BUENA PRESENCIA Y SABER ESTAR.
CONDICIONES: TURNO SEGUIDO O MEDIA JORNADA TURNO SEGUIDO, BRUTO SEGÚN CONVENIO
SE VALORARÁ QUE VIVA CERCA DEL AEROPUERTO DE BARAJAS.";6;2047054030;b92369552
36001245182;d250aa9d7242628f3c56ed80f8f151;2019-06-13 00:00:00;Dependiente/a;"TUC TUC, empresa líder en el sector de la moda y puericultura infantil en plena expansión, precisa incorporar un/a  dependiente/a para la tienda de Lardero ubicada en el Polígono la Variante.

Dependienta (20): En dependencia del Responsable de Tienda, desarrollará funciones de asesoramiento a clientes, colocación, reposición y alarmado de producto, maximizará las ventas y otras tareas necesarias para el buen funcionamiento de la tienda.

Necesitamos personas proactivas, con facilidad para trabajar en equipo y capacidad para responsabilizarse de su trabajo, que aporten experiencia y profesionalidad a nuestra empresa.";1;8994074246;b26284364
35995987578;"44315d1b1247c4add3244309a3ba5e";2019-06-13 00:00:00;Azafato/a de eventos;Buscamos dos personas que realicen atención al público durante la apertura provisional de un centro de ocio infantil situado en un centro comercial. Buscamos azafata/o que muestre el centro, dé información y canalice reservas de eventos a partir del 14 de septiembre. Deberán entregar el material de promoción y resolver las dudas de los visitantes.;2;29599391906;b62250758
35998859338;"0f5d321e154442b920e77d942bdee2";2019-06-13 00:00:00;Dependiente/a;"para  venta en herbolario con conocimientos de nutricion, dietetica y herbolario o farmacia

se valoraran la experiencia en puestos semejjantes para trabajar en el barrio de pozuelo  y majadahonda Madrid 

Su mision sera la de reponer productos venta y recepcion de pedidos";2;32670331252;b86751559
35454579166;e8d76ac2384b2689b47d30900a5739;2019-03-29 00:00:00;Dependiente/a;DEPENDIENTE - COMERCIAL SECTOR MUEBLE HOGAR CON EXPERIENCIA MÍNIMA VENTA AL PÚBLICO 1 AÑO. CONOCIMIENTOS EN DISEÑO Y DECORACIÓN.;4;2264376090;b10208965
35451971068;ab129e387e4e8ca04aa49f595bbdc4;2019-03-29 00:00:00;Dependiente/a;"Con una trayectoria en el mundo del calzado de más de 65 años, pabloochoa.shoes ha sabido ir actualizando y adaptando nuestra oferta a los diferentes momentos de nuestra larga historia pero siempre manteniendo un nivel alto de exigencia en la relación calidad-diseño-precio.
En estos momentos estamos buscando dos personas a 30 horas para nuestra tienda de PAMPLONA.

LA POSICIÓN
Tu tarea principal será responsabilizarte de la gestión general del día a día de la tienda 
Por otra parte tus responsabilidades incluirán:
· Mantener la tienda ordenada y repuesta
· Gestionar adecuadamente la presentación de los productos 
· Gestionar el almacén de tienda y preparación de envíos a otras tiendas
· Gestionar las ventas, devoluciones, reposiciones y movimientos de stock entre tiendas
· Ofrecer a nuestros clientes la ayuda e información que precisen
· Comunicar incidencias al/la supervisor/a de zona";1;25893730806;b50715812
35269116208;"0d0c91bf4248c682092ef88dacc477";2019-03-06 00:00:00;Dependiente/a;"Buscamos un/a dependient@ para trabajar el fin de semana en la tienda TEA SHOP del C.C. LA MOREA de Pamplona.

Las tareas principales del puesto son:
* Atención al cliente
* Degustaciones y acciones promocionales								
* Mantenimiento de las instalaciones
* Manipulación de producto

La jornada de trabajo fija será de 5 horas semanales los sábados por la tarde con ampliaciones en épocas de Navidad y vacaciones.

Se ofrece sueldo fijo + variables mensuales por objetivos de tienda.";1;10571718934;b59341883
35996815168;"756303515a40928fa67a0e4dfe5880";2019-06-13 00:00:00;Dependiente/a;"BUSCAMAOS DECORADOR INTERIORISTA EN MUEBLES GOTERRIS PARA INCORPORAR A NUESTRO EQUIPO DE VENTAS.
ASESORAMIENTO CLIENTES, PROYECTOS EN 3D EN PROGRAMA ESPECIFICO (FORMACION A CARGO DE LA EMPRESA) REALIZACION Y SEGUIMIENTO PEDIDOS 
OFRECEMOS FORMAR PARTE DE UN EQUIPO JOVEN, ESTABILIDAD LABORAL";1;2067296830;b12092771
35345195328;"6d61b2d5b545b6acab8f168857fc62";2019-03-15 00:00:00;Dependiente/a;"Dependiente/a - vendedor de óptica
Venta de gafa graduada; sol y lentes de contacto
Recepción de clientes
Tareas propias del puesto
Formación";1;1664012482;b24525461
35345223440;a8a5a926b54619b3489b6de021a9b0;2019-03-15 00:00:00;Dependiente/a;"Dependiente/a - vendedor de óptica
Venta de gafa graduada; sol y lentes de contacto
Recepción de clientes
Tareas propias del puesto
Formación";1;11071163820;b26481879
35345178514;"3d12c6ba47469cb1be0e4bdbd2aafa";2019-03-15 00:00:00;Dependiente/a;"Fund Grube, empresa canaria líder del sector retail, necesita incorporar auxiliares logísticos, vendedores/as , cajeros/as en nuestras tiendas de MORROJABLE. FUERTEVENTURA.

Las principales funciones del equipo de ventas serán  implantar, gestionar y organizar el almacén,  asesorar, acompañar y fidelizar a nuestro cliente a través de un trato personalizado y altamente profesional. Mantener y participar del visual de la nuestra tienda .
Buscamos personas apasionadas por la moda. Si tienes una clara orientación al cliente, aptitudes para el trabajo en equipo, orientación a resultados y un nivel medio de inglés (valoramos otros idiomas adicionales), participa en nuestro proceso de selección inscribiéndote en nuestra oferta.

Las personas seleccionadas se incorporarán a una empresa en continuo crecimiento y en un proyecto sólido, para aportar todo su valor a un equipo altamente cualificado";1;2397042294;a35233667
34440405676;aee274e0fb40348fb5ffe6410f2000;2019-03-15 00:00:00;Dependiente/a;"Quieres desarrollarte profesionalmente en una empresa innovadora en el sector de la cosmética? Esta es tu oportunidad. Estamos buscando  vendedora con título de maquilladora para Almeria.

Tus funciones serán:
- Promoción de la firma en los puntos de venta.
- Maquillaje y asesoramiento.
- Captación y fidelización de consumidores/as.

Debes tener:
- Título de maquillaje profesional.
- Experiencia mínima de 1 año cara al público.
- Vocación comercial.

Se valorará:
- Conocimiento de idiomas.
- Creatividad y motivación.

Condiciones según valía y experiencia.

¡Mucha suerte!";1;10337833602;b54531280
35344642700;ee9c54c1134c269fd419e9386bcdca;2019-03-15 00:00:00;Dependiente/a;"Necesitamos cubrir un puesto de dependiente para tienda de artículos de regalo en Burgos. Requerimos disponibilidad para trabajar, con contrato de 20 horas semanales de lunes a sábado, en horario variable entre las 10 y las 22 horas, incluyendo domingos y festivos de apertura.
Funciones: Atención al cliente y ventas, gestión de pedidos de clientes y reparaciones, así como todas las tareas relacionadas con el puesto: escaparatismo, limpieza, inventarios, etc.
Requisitos: Muy buena presencia, capacidad de empatía y comunicación, responsabilidad y experiencia mínima de 3 años en un puesto similar, como dependiente en comercio.";1;3802764418;b09105628
35345373584;"76056f60184e21be7a03402ec3dc6e";2019-03-15 00:00:00;Azafato/a de eventos;"Azafato/a en lo trenes turisticos de Benalmadena.
Atencion al publico y desarrollo de guiones turisticos de viva voz.
Es imprescindible un ingles fluido y se valorara el conocimiento de otros idiomas.
Es imprescindible tambien residir en Benalmadena o Torremolinos.";1;7891864936;a06144547
35342446836;f0f777515a42ab88cf06a1f013c5b2;2019-03-15 00:00:00;Dependiente/a;"Oferta de empleo para dependienta/e especializada en tiendas de ropa de mujer, con una experiencia mínima de 3 años demostrable y con alto nivel de inglés (ABSTENERSE SIN ESOS REQUISITOS), para ENCARGADA, como responsable de tienda de moda en centro comercial en Mojácar playa.

Las principales funciones son VENTA al público y cuidado de la imagen del establecimiento.

Contrato de larga duración a jornada completa. Remuneración según valía y resultados. Incorporación inmediata.

Enviar CV con foto.";1;31138232254;"70566129j"
29929040790;d10d9d8906420c997e0644f274b94d;2018-12-03 00:00:00;Dependiente/a;"Se busca personal para cubrir vacantes en panadería con degustación.

Las principales funciones a realizar serán hornear pan y pastas, hacer bocadillos, atención en la zona de degustación y en la zona de panaderia, limpieza y orden del local.

Buscamos personas con don de gentes, aptas para aguantar un ritmo elevado de trabajo, dinámicas, responsables, con capacidad de trabajo en equipo y de organizar sus competencias para las tardes que deba gestionar la tienda sola.

Horario 1:

Lunes a viernes: 14:00 a 21:00
Sábado / domingo y festivos: 07:00 a 14:00

Horario 2:

Sábado: 08:00 a 14:00 
Domingo y festivos: 08:00 a 14:00

Incorporación inmediata

Abstenerse no interesados en ninguno de los horarios estipulados";2;23453464270;j65820490
35424295914;"50894bac3e4cdfa58b3cdcf637918d";2019-03-26 00:00:00;Dependiente/a;"Vendedores profesionales con carácter comercial desarrollado, para trabajar en Stands de cosméticos de alta gama. 
LEE CON ATENCIÓN TODOS LOS REQUISITOS ANTES DE ENVIAR TU CV:
Nuestra venta es muy detallada y requiere abordaje constante  de clientes que pasan alrededor del stand. 
Los cosméticos son de alta gama, buscamos personas con alta capacidad de aprendizaje. 

CONDICIONES:
30 HORAS SEMANALES, TURNOS ROTATIVOS DE 6 HORAS, DE LUNES A DOMINGO (Dias libres generalmente entre semana). 
SALARIO FIJO 800 euros brutos + COMISIONES ALTAS POR TUS VENTAS.

Buscamos gente seria y motivada, acostumbrada a trabajar con objetivos, con mucha fluidez a la hora de vender y captar los clientes. 
Experiencia con cosméticos es un plus, sin embargo apreciamos más la experiencia en venta directa y el abordaje. 
Trabajamos en un ambiente agradable y familiar, invertimos en la formación de nuestros candidatos, por lo cual es adecuado para los que buscan un trabajo establo con la posibilidad de crecer y aprender.";1;33257779320;b87931549
35186786338;"830b3e24664c7ba60a8d1eb0c89c8e";2019-04-09 00:00:00;Dependiente/a;Se incorporara al departamento de ventas de la empresa encargándose de la atención a cliente tanto telefónica como presencial. También deberá conocer la gestión administrativa y logística para poder dar soporte en momentos puntuales de campañas.;1;13698738438;b55502306
35420000502;"9a4452b8a54fa082014684fb6cc4af";2019-03-26 00:00:00;Dependiente/a;"Se buscan perfiles para local ubicado en el Centro Comercial Splau de Cornellá de Llobregat.
Dichas personas deberán de tener gran capacidad de captación del cliente, dinamismo y capacidad de trabajar en grupo.
Las principales funciones serán:
- Atender a los clientes con agilidad y cortesía.
- Asesorar sobre las cualidades técnicas de los productos que lo requieran.
- Colaborar en la recepción, preparación y colocación de la mercancía, así como del cuidado y limpieza del mismo.
- Clasificar, etiquetar y acomodar la mercancía en el almacén interno de la tienda y en los expositores.
- Mantener informado al jefe inmediato de las existencias de la mercancía, a fin de mantener la tienda siempre surtida.";1;20657973230;b66013590
35425627656;f25d07d1914e4aa4771d9dc94b2292;2019-03-26 00:00:00;Dependiente/a;Se necesita dependiente/a de comercio para trabajar en tienda fisica en Benavente (Zamora), se trata de Phone House, tienda de telecomunicaciones y servicios. Se valora experiencia en sector pero no es requisito para el puesto.;1;2469151488;b37321346
35176679598;a8d3b37db2404c9245f1bdd791e41a;2019-04-03 00:00:00;Dependiente/a;"ASESOR COMERCIAL con experiencia para una cadena provincial del sector de las telecomunicaciones en Girona.

La misión del puesto es la venta de los productos y servicios del operador a los clientes de la cadena.

La funciones son:
- Búsqueda de oportunidades en la base de datos de clientes de la cadena.
- Realización de llamadas telefónicas a los clientes seleccionados
- Ofrecimiento de las ofertas vigentes.
- Concertación de una visita a la tienda para la formalizar la venta..";1;26264727078;b17913203
35425966098;c3737815944280bb8414964b23f884;2019-03-26 00:00:00;Dependiente/a;"Seleccionem un/a auxiliar d'òptica amb experiència pel nostre centre òptic situat a Rubí per a treballar dissabtes.

Característiques:

- Jornada parcial de 8 h els dissabtes en horari partit matí de 10h a 14h i tarda de 16:30h a 20:30h.
- Experiència venda retail. No és imprescindible experiència en el 
sector òptic; tot i que es valorarà positivament.

Què oferim? Un bon ambient de treball i créixer professionalment a VISTAOPTICA. Som una empresa familiar amb una trajectòria de més de 50 anys en el sector òptic i amb més de 90 centres a tota Espanya.

Transparència, Rigor i Compromís són els nostres valors. Si et sents identificat/da, no dubtis en fer-nos arribar la teva candidatura. T'hi esperem!";1;969713550;b60103355
35428192262;"2e41be805243bdb80f7e6ecc83d665";2019-03-26 00:00:00;Dependiente/a;"Buscamos para la próxima temporada en una de nuestras tiendas ubicada en la población de Santa Eulalia Del Río ( Ibiza) dependientes,sales assistant 40h semanales
Será responsable de realizar las siguientes funciones en el punto de venta:
- Gestionar de manera autónoma la superficie de venta.
- Cumplir los objetivos marcados.
- Garantizar la calidad del servicio ofrecido a los clientes.
- Recepción de los productos e implantación en tienda.
- Resolución de incidencias .
- Fidelización de clientes.";1;33380160178;"38129808v"
35512824714;"6efe7c3777436c807427677150bf2b";2019-04-06 00:00:00;Dependiente/a;dependienta para media jornada i fines de semana para estanco en viladecans se forma en un curso de duracion de un mes en el propio centro;1;31813349320;"37292718n"
